"ID","Exporter","E-mail Address","Postal Address","Physical Address","Location","Registration Date","Renewal Date"
"TNZ01","Turner New Zealand Limited","derek.poon@turner.co.nz","249 Wicksteed Street Wanganui 4500 New Zealand","6 Timandra Place","Blenheim 7201","29/01/2019","29/01/2022"
"TGML1","Turners International Marketing (NZ) Limited","glenn@turnersinternational.com","PO Box 17-470 Auckland 1546","27 Clemow Drive, Mount Wellington","Auckland 1060","11/11/2019","11/11/2021"
"TUTURU1","Tuturu Company Limited","yukiki@tuturu.net"," ","168 Atkinson Road, Titirangi","Auckland 0604","27/05/2020","27/05/2021"
"TWOIS1","Two Islands Co NZ Limited","julia@twoislandsco.com"," ","119 Western Springs Road, Morningside","Auckland 1022","29/09/2020","29/09/2021"
"TS1","Tyron Southward Taxidermy Limited","tahrmaster@xtra.co.nz","10 Railway Road RD 2 Leeston 7682 Canterbury","10 Railway Road, Dunsandel","Canterbury","1/11/1999","1/05/2021"
"NDHL1","UB BIO Limited","office@ubbio.com","P O Box 76120 Northwood Christchurch 8548","4 March Place, Belfast","Christchurch","9/07/2015","1/05/2022"
"ELN1272","UBP Limited","roger@ubp.co.nz","PO Box 408 TE KUITI 3941","18 Waitete Road","Te Kuiti","14/11/2018","7/11/2021"
"ULTIMATE16","Ultimate Parcel Logistics Limited","account@ftdlogistics.co.nz","P O Box 53029 Auckland Airport Auckland 2150","25 Rennie Drive, Mangere","Auckland 2022","13/04/2016","13/04/2022"
"ULTRA1BZ","Ultra Limited","ULTRALTD2015@gmail.com"," ","204 Bleakhouse Road","Auckland","1/05/2020","8/02/2022"
"UNDERHI11","Underhill Honey Limited","lexyball@gmail.com"," ","344 Underhill Road, RD3","Featherston 5773","6/07/2020","6/07/2022"
"UFF2020","Unicorn Fine Foods Limited","lun@unicornfinefoods.com","PO Box 99609 Remuera Newmarket Auckland 1149","Level 12, 11 Britomart Place","Auckland 1010","13/05/2020","13/05/2021"
"UNIFOOD66","Unifood Pacific Limited","mike@harmony-accounting.com","12A Tobruk Crescent Milford Auckland 0620","12A Tobruk Crescent Milford","Auckland 0620","19/09/2017","19/09/2021"
"UB01","Union Brothers Limited","brian@ubrothers.co.nz","64378 Te Koha Road Botany Auckland 2163","19 Eynsham Court, Dannemora","Auckland 2016","18/12/2020","18/12/2021"
"99999","Unipharm Healthy Manufacturing Co. Limited","qa@unipharmnz.co.nz","PO Box 303-062 North Harbour Auckland 0751","1-3 Paul Matthews Road, Rosedale","Auckland 0632","22/01/2020","22/02/2022"
"UFL587A","United Fisheries Limited","aa@unitedfisheries.co.nz","PO Box 11288 Sockburn Christchurch 8443","50-58 Parkhouse Road, Sockburn","Christchurch 8042","24/06/2003","10/05/2022"
"UFL587","United Fisheries Limited","aa@unitedfisheries.co.nz","PO Box 11288 Sockburn Christchurch 8443","50-58 Parkhouse Road, Sockburn","Christchurch 8042","1/11/1999","10/05/2022"
"UNITEDH1","United Holdings New Zealand Limited","karrie@nlunz.com","73 Meadowland Drive Somerville Auckland 2014","73 Meadowland Drive, Somerville","Auckland 2014","1/10/2020","1/10/2021"
"UNITED2019","United Hospitality Management Group Limited","michele.lu@unitedhmg.com","3/76 Shakespeare Road Milford Auckland 0620","3/76 Shakespeare Road, Milford","Auckland","15/07/2019","15/07/2021"
"UFS638","Universal Foodstuff Company Limited","apqcsu@gmail.com","8 Cricklade Terrace Windsor Park Auckland 0632","8 Cricklade Terrace, Windsor Park","Auckland","14/07/2017","14/07/2022"
"UPHARMA1","Universal Pharmaceuticals Limited","tyronne@upharma.co.nz","PO Box 73160 Auckland Airport Auckland 2150","106 Richard Pearse Drive, Mangere","Auckland 2022","26/09/2019","26/09/2021"
"UNL1","UPSINO NZ Limited","hongyun@upsino.com","33C The Avenue, Albany, Auckland 0632.","8 Springcrest Drive, Karaka","Papakura 2113","22/10/2019","22/10/2021"
"100","USP Healthcare (NZ) Limited","tristin@seperex.co.nz","PO Box 56 The Centre for Innovation Dunedin 9016","Suite 23, The Centre for Innovation, 87 St David Street","Dunedin 9016","3/04/2014","3/04/2022"
"RCVBNSNZ1","Valais Blacknose Sheep NZ Limited","lpeake@qec.co.nz"," ","119A Swann Road, RD2","Cromwell 9384","1/03/2019","1/03/2022"
"VALPRO1","Value Proteins Limited","jonathan@vproteins.co.nz","28 Heaphy Road RD1 Dobson 7872","28 Heaphy Road, Haupiri, RD1","Dobson 7872","2/10/2019","2/10/2021"
"BRINKS1","Van Den Brink Poultry Limited","katherine.bridger@vdbpoultry.co.nz","18 Ryders Road Tuakau 2121","18 Ryders Road","Tuakau 2121","14/11/2014","14/11/2021"
"BRINKS2","Van Den Brink Poultry Limited","katherine.soriano@vdbpoultry.co.nz","PO Box 63007 Manukau Auckland 2241","309 Karaka North Rd","Karaka","16/03/2020","29/04/2021"
"NZBP1","Van Hessen New Zealand Limited","Jacqui.Smith@vanhessen.com>","Van Hessen Australia Pty Ltd 79 Shanley Street Wangaratta Victoria 3677 Australia","Findex, Buillding A, Level 1, Farming House, 211 Market Street","South Hastings","29/06/2007","4/05/2022"
"530","Vela Fishing Limited","samf@velafishing.co.nz","P O Box 10056 Te Rapa HAMILTON 3241","12 Sir Tristram Avenue, Te Rapa","Hamilton","17/07/2013","17/07/2022"
"ELN1028","Venison Packers Feilding Limited","tracey@venlampac.co.nz","PO Box 62 Feilding 4740","Kawa Kawa Road","Feilding","1/11/1999","25/06/2022"
"VENPET1","VenturePet Limited","lisa@venturepet.co.nz","P O Box 14246 Kilbirnie WELLINGTON 6241","Annex, Freight Drive","Wellington International Airport","6/06/2001","5/05/2022"
"VERCOEAPI1","Vercoe Apiaries Limited","vercoe.apiaries@gmail.com","2 Parker Street Mayfield Blenheim 7201","2 Parker Street Mayfield","Blenheim 7201","7/02/2017","18/05/2021"
"VETSTAK11","Veterinary Associates Takanini Limited","dogbreeding@netvet.co.nz","PO Box 75086 Manurewa 2243 Auckland","152A Great South Road, Takanini","Auckland","7/10/2011","5/12/2021"
"GFM01","Viand Foods Limited trading as Swiss Deli","robertb@swissdeli.co.nz","P.O. Box 51-520 Pakuranga Auckland 2140 New Zealand","68-70 Greenmount Drive, East Tamaki","Auckland 2013","13/11/2017","13/11/2021"
"54724","Victoria International Company Limited","chi_katherine@hotmail.com","145 London Street Hamilton Central Hamilton 3204","145 London Street, Hamilton Central","Hamilton 3204","10/10/2017","10/10/2021"
"VINSSA1","Vinssa Enterprises Limited","terry@vinssa.co.nz"," ","8 Kieran Grove, Aidanfield","Christchurch 8025","8/04/2020","8/04/2022"
"VITA0102","Vita Power Limited","corrie@vitapower.co.nz","PO Box 448 Wanganui Mail Centre Wanganui 4540","120 Putiki Drive","Wanganui","1/08/2002","1/08/2021"
"NUTRA1","Vitaco Health (NZ) Limited","lynette.finlay@vitaco.co.nz","P.O. Box 259-109 Botany 2163 AUCKLAND","Corner of Kordel Place and Accent Drive, East Tamaki","Auckland","18/07/2003","22/07/2022"
"VITAMORE1","Vitamore Limited","john.yu@vitamore.co.nz","PO Box 159 5 Martyn Street Waiuku Auckland 2341","37 Coronation Road, Waiuku","Auckland 2683","4/12/2014","4/12/2021"
"VIVSC1","Vivs Corner Halal Butchery Limited","cpravin49@yahoo.com.au","1/62A Alfriston Road, Manurewa Auckland 2102","164 Great South Road, Papatoetoe","Auckland 2025","29/10/2020","29/10/2021"
"ROBINSON1","W G Robinson Limited","wgrob@xtra.co.nz","P O Box 1468 Wellington 6140","Office 3, Level 7, Prime Property House, 2 Woodward Street","Wellington 6011","14/07/2015","1/05/2021"
"1039","W H Grove & Sons Limited","chris@whgrove.co.nz","P O Box 6020 Wellesley Street AUCKLAND 1141","33 Islington Street, Ponsonby","Auckland 1011","25/02/2020","17/01/2022"
"WHR1","W.H. Robinson & Co Limited","office@wadsworthheap.co.nz","PO Box 39-093 Harewood Christchurch 8545","81 Merrin St, Avonhead","Christchurch","13/06/2018","13/06/2021"
"WADSWORTH1","Wadsworth Heap Limited","office@wadsworthheap.co.nz","PO Box 39-093 Harewood Christchurch 8053","78 Falsgrave St, Waltham","Christchurch 8011","4/03/2019","4/03/2022"
"WAGSPETFR8","Wags Pet Logistics Limited","wagspetfr8@yahoo.co.nz"," ","128 Mako Mako Road","Levin 5510","14/01/2020","14/01/2022"
"WAGYU1","Wagyu Breeders Limited","erin@brownrigg.co.nz"," ","140 Pukekura Settlement Road, RD 11","Hastings 4178","18/07/2017","18/07/2022"
"WAIORA1","Wai-Ora Apiaries Limited","wai-ora@amuri.net","776 Sherwood Road Waiau 7395","776 Sherwood Road, Waiau","North Canterbury","29/01/2019","29/01/2022"
"WAIAU2013","Waiau Apiaries Limited","beekeep@slingshot.co.nz"," ","254 Inland Road, RD1","Waiau 7395","19/02/2021","19/02/2022"
"WHC2010","Waiheke Honey Company Limited","richard.evatt@waihekehoney.co.nz","PO Box 801 Oneroa Waiheke Island Auckland 1840","78 Hauraki Road, Waiheke Island","Auckland 1081","20/08/2020","20/08/2021"
"WAIHI1","Waihi Wools (1981) Limited","fuhrmann@fuhrmann.co.nz","P O Box 1164 CHRISTCHURCH 8140","Unit 8, 75 Peterborough Street","Christchurch 8013","6/07/2015","1/05/2022"
"WAIMIERE88","Waikato Miere Import and Export Limited","wetex@waitakaruru.co.nz","51 Steen Road Waitakaruru Ngatea 2471","51 Steen Road, Waitakaruru","Ngatea","13/04/2021","13/04/2022"
"WAIMEATS1","Waimarie Meats GP Limited","accounts@waimariemeats.co.nz","PO Box 301 Whanganui 4540","2 Gilberd Street, Castlecliff","Whanganui 4501","16/06/2021","16/06/2022"
"WAINA19","Waina Trading Limited","nielson.1@gmail.com","P O Box 1366 602 Omahu Road Hastings 4156 New Zealand","Unit 4, 602 Omahu Road, Frimley","Hastings 4120","20/03/2019","20/03/2022"
"FR525","Wairarapa Eggs Limited","chris@waieggs.co.nz","360A Chester Road RD 1 Carterton 5791","360A Chester Road, RD 1","Carterton 5791","13/11/2019","13/11/2021"
"WAIREKA3","Waireka Honey (2012) Limited","info@wairekahoney.co.nz","2221 State Highway 1 RD 3 Palmerston North 4473","2221 State Highway 1, RD 3","Palmerston North 4473","14/05/2019","14/05/2022"
"WAIRERE1","Wairere Limited","admin@wairererams.co.nz"," ","835 Wairiri Rd Rd 2","Masterton 5882","21/01/2020","26/01/2022"
"WAITAHANU1","Waitahanui Apiaries Limited","rachel.stebbing@xtra.co.nz","825 State Highway 1 RD 2 Waitahanui Taupo 3378","825 State Highway 1 RD 2 Waitahanui","Taupo 3378","20/10/2020","20/10/2021"
"STEEN8","Waitakaruru Honey Limited","wetex@waitakaruru.co.nz","51 Steen Road Waitakaruru Ngatea 2471","51 Steen Road, Waitakaruru","Ngatea 2471","7/05/2020","7/05/2022"
"MEL1060","Waitaki Biosciences- a division of Pharmazen Limited","harold.garthwaite@waitakibio.co.nz","P O Box 19727 Woolston CHRISTCHURCH 8241","320 Port Hills Road, Hillsborough","Christchurch","17/04/2000","11/04/2022"
"CHATHAM11","Waitangi Seafoods (2007) Limited","ces@waitangiseafoods.co.nz","PO Box 145 CHATHAM ISLANDS 8942","133 North Road","Chatham Islands","20/06/2001","20/06/2022"
"WAITEMATA1","Waitemata Honey Co Limited","audrey@whoney.co.nz","PO Box 303251 North Harbour Auckland 0751","8 Te Kea Place, Rosedale","Auckland 0632","24/11/1999","10/05/2022"
"WAITAN1","WAITOA TANNERY LIMITED","charmaine.hughes@waitoatannery.co.nz"," ","266D WOOD ROAD RD1","Waitoa 3380","19/06/2020","19/06/2021"
"KDLP03","Waiu Dairy Limited Partnership","janelle.morrow@waiudairy.com","PO Box 2 1 Tamaoho Drive Kawerau 3192","1 Tamaoho Drive","Kawerau 3192","27/11/2018","27/11/2021"
"1414","Walcovit New Zealand Limited","kerry@walcovit.com","PO Box 8936 HAVELOCK NORTH 4157","771 Kahuranaki Road","Havelock North","21/07/2000","28/05/2022"
"FORWARD1","Wallace Consulting Limited","will@forwarding.co.nz","2 Bellamore Street Lake Hayes Queenstown 9304","2 Bellamore Street, Lake Hayes Estate","Queenstown 9304","7/09/2020","7/09/2021"
"WALLGRP1","Wallace Group Limited Partnership","charmaine.hughes@wallace.co.nz","P O Box 11 Waitoa 3380","Huawei Tower, 24th Floor, 120 Albert Street","Auckland 1010","20/06/2017","20/06/2021"
"MEL1198","Wallace Proteins Limited","charmaine.hughes@wallace.co.nz","266d Wood Road RD1 WAITOA 3380","266d Wood Road, RD1","Waitoa 3380","1/11/1999","1/05/2021"
"WCF1","Walnut Creek Farms Limited","nicolajaneboyle@hotmail.com"," ","5-139 Adams Road West Melton RD1","Christchurch 7671","23/10/2018","23/10/2021"
"PLCNZLTD1","Walter & Wild Limited","gracep@walterandwild.com","PO Box 112-141 Penrose Auckland 1642","17 Botha Road, Penrose","Auckland","2/07/2018","4/11/2021"
"AKERBIO2","Wanaka Biomarine Limited","ian.chant@akerbiomarine.com","PO BOX 3068 Mornington Victoria","287 - 293 Durham Street, Level 1 Awly Building","Christchurch 8018","23/12/2019","23/12/2021"
"WANDERLD1","Wander Land Distribution Limited","2099285605@qq.com","13 Grut Green Silverdale 0932","13 Grut Green, Silverdale","Silverdale 0932","6/10/2020","6/10/2021"
"LINTONPJL1","Wannisa's Honey Limited","lintonpjl@xtra.co.nz","66 Bridgman Road Te Awamutu 3800","66 Bridgman Road","Te Awamutu 3800","18/09/2019","18/09/2021"
"WARA12","WARATAH FARMS LIMITED","waratah@waratahfarms.co.nz"," ","1021 Ormsby Road, RD3","Otorohanga","29/09/2020","29/09/2021"
"WASPOL1","Waspol New Zealand Limited","waspolnz@gmail.com","49 Fraser Road RD 2 Rangihaeata Takaka 7182","49 Fraser Road, RD 2","Takaka 7182","6/03/2020","5/04/2022"
"WASS1","Wassink Company Limited","jacobandanja@xtra.co.nz"," "," "," ","17/07/2020","17/07/2021"
"WAYMARS01","Waymars Trading Co Limited","wayne@waymars.co.nz","PO Box 594 Warkworth Auckland 0941","10 Belmont Place","Warkworth 0941","9/08/2016","9/08/2021"
"WEDDER1","Wedderspoon Organic NZ Limited NZ agent for Wedderspoon Organic USA Inc","Betty@wedderspoon.com","PO Box 452 Rangiora 7440","621 Lineside Road","Rangiora 7400","27/11/2013","27/11/2021"
"WIL1","Weft Knitting Co. Limited","phil@weft.co.nz","PO Box 7012 Sydenham CHRISTCHURCH 8240","61-69 Orbell Street, Sydenham","Christchurch 8023","10/12/2014","19/01/2022"
"WHL2018","Well Hung Limited","dfinlay@southbritishcapital.com","14 Audrey Road Takapuna","14 Audrey Road Takapuna","Auckland 0620","27/01/2020","27/01/2022"
"WTIL2017","Well Trade International Limited","welltradeintl@hotmail.com","5 Ridings Road Remuera Auckland 1050","5 Ridings Road Remuera","Auckland 1050","22/06/2017","22/06/2021"
"WELLARD796","Wellard NZ Limited","compliance@wellard.com.au","C/- Nexia Christchurch Limited PO Box 4160 Christchurch 8140","C/- Nexia Christchurch Limited, Level 4, 123 Victoria Street","Christchurch 8013","17/04/2007","19/05/2021"
"FEL192","Wellington Trawling Company (2008) Limited","john@wellingtontrawling.co.nz","PO Box 2200 WELLINGTON 6140","218 - 220 Cuba Street","Wellington","1/11/1999","1/05/2022"
"WERO2","Wero NZ Manuka Honey Limited","weroenterprises@gmail.com","60 Skeets Road Masterton 5888","60 Skeets Road","Masterton","20/01/2021","20/01/2022"
"WESTALEA1","Westalea Limited","ashton.westalea@outlook.co.nz"," ","286 Wishart Road, RD2, Helensville","Auckland 0875","7/02/2020","26/02/2022"
"WWL21","Western World Limited","hello@westernworld.co.nz"," ","4 Whites Road","Kaiapoi 7692","9/06/2021","9/06/2022"
"184","Westfleet Seafoods Limited","quality.control@westfleet.co.nz","PO Box 180 Greymouth 7840","84 Gresson Street","Greymouth 7805","29/08/2006","29/08/2021"
"243","Westhaven Marketing Limited","jenny@nzcockle.co.nz","1379 Collingwood-Puponga Main Road RD1 Collingwood Tasman 7073","1379 Collingwood-Puponga Main Road, RD1, Collingwood","Tasman 7073","20/03/2015","4/04/2022"
"WEST144","Westland Dairy Company Limited","karend@westland.co.nz","PO Box 96 Hokitika 7842","56 Livingstone Street","Hokitika","29/06/2009","1/07/2022"
"FEL205","Westpac Mussels Distributors Limited","leon@westpacmussels.co.nz","19 Corban Avenue Henderson Auckland 0612","19 Corban Avenue, Henderson","Auckland","1/11/1999","1/05/2022"
"WF64F","WFRESH Limited","alex.gao@wns.co.nz"," ","25 Hangar Lane, Whenuapai","Auckland 0618","13/03/2019","13/03/2022"
"WMOL01","Whakatohea Mussels (Opotiki) Limited","peter.v@openocean.co.nz","PO Box 541 Opotiki 3162","96 Waioeka Road, RD 1","Opotiki 3197","30/11/2015","19/01/2022"
"WSFD09","Whangamata Seafoods Limited","Peter.sopp@xtra.co.nz","112 Wattle Place WHANGAMATA 3620","112 Wattle Place","Whangamata 3620","1/12/2014","28/04/2021"
"BFG312","Whangara Global Genetics Limited","alex@beefgen.com","236 Glenroy Road Whangara Gisborne 4073","236 Glenroy Road, Whangara","Gisborne 4073","9/06/2021","9/06/2022"
"BFG236","Whangara Global Livestock Limited","alex@beefgen.com","236 Glenroy Road RD3 Whangara Gisborne 4073","236 Glenroy Road, RD3, Whangara","Gisborne","17/12/2018","17/12/2021"
"WFAL1","Whare Flat Apiaries Limited","whareflathoney@gmail.com","PO Box 234 Mosgiel 9024","113 Dukes Road South, RD2","Mosgiel","13/11/2020","13/11/2021"
"WHAREH1","WHARE HONEY LIMITED PARTNERSHIP","mere@ngatiwhareholdings.co.nz","C/- Whare Honey LP PO Box 1712 Rotorua","C/- Whare Honey LP, 811 Arapuni Rd","Te Awamutu","18/12/2019","18/12/2021"
"WHE2","Whenua Honey Limited","laney@whenuahoney.co.nz"," ","159 Church Street","Opotiki 3122","13/10/2016","13/10/2021"
"WR2021","White Rock International Trading Company Limited","sgrinko@gmail.com"," ","36 Bottle Lake Drive, Parklands","Christchurch 8083","12/05/2021","12/05/2022"
"WHITESTAR2","WhiteStar Trading Limited","admin@whitestar.asia"," ","A501, 130 Anzac Street, Takapuna","Auckland 0622","24/06/2020","24/06/2022"
"W601","Whitestone Cheese Limited","simon@whitestonecheese.co.nz","3 Torridge Street Oamaru 9400","3 Torridge Street","Oamaru","26/03/2014","1/07/2021"
"WHITESTON3","Whitestone Honey Limited","whitestonehoney@hotmail.com","58A Till Street Oamaru 9400","12 Kirks Road","Waimate","19/02/2020","19/02/2022"
"1OTO2JOSIE","Wholebody Meats Limited","wholebodymeat@gmail.com","7 Ashley Avenue Mangere East Auckland 2024","1011 Great North Road Point Chevalier","Auckland 1022","23/08/2019","23/08/2021"
"GDL1","Wholesale Distributors Limited","tim.james@woolworthsnz.co.nz"," ","80 Favona Road, Mangere","Manukau 2024","9/11/2020","9/11/2021"
"WHOOTEAM1","Whoo Team Limited","export@whoo.co.nz","46 Kilkenny Drive Dannemora Auckland","46 Kilkenny Drive, Dannemora","Auckland","5/06/2013","19/06/2022"
"PFI124","Wilbur-Ellis (New Zealand) Limited","rtait@wilburellis.com","PO Box 977 Invercargill 9840","No 6 Cargo Shed, Island Harbour","Bluff","29/01/2021","29/01/2022"
"PFI143","Wilbur-Ellis (New Zealand) Limited","rtait@wilburellis.com","P O Box 977 Invercargill 9840","Works Road, Longburn","Palmerston North","29/01/2021","29/01/2022"
"WILDHONEY1","Wild Honey NZ (2017) Limited","gilloty@hotmail.com","PO Box 105 Coromandel 3543","52 Woods Road South, Waitete Bay, RD4","Coromandel","1/11/1999","3/05/2022"
"WHNZ1","Wilderness Natural Health Limited","wildernesshoneynz@gmail.com","396 Frankton-Ladies Mile RD 1 Queenstown 9371","396 Frankton-Ladies Mile","Lake Hayes 9371","2/07/2019","2/07/2021"
"WILDERVAL1","Wilderness Valley Limited","info@wildernessvalley.co.nz","33a Leamy Way RD 2 Drury 2578","33a Leamy Way, Karaka","Papakura 2578","26/09/2016","26/09/2021"
"DBS1","Wildfish Export Limited","dion@wildfish.co.nz","9 Boardwalk Lane Seatoun WELLINGTON 6022","9 Boardwalk Lane, Seatoun","Wellington 6022","11/04/2008","11/04/2022"
"AWELTD1","Wildlife Contractors Limited","wildlifecontractorsnz@gmail.com","1559 Rangiuru Road RD 8 Te Puke 3188","1559 Rangiuru Road, RD 8","Te Puke","23/08/2013","23/08/2021"
"WILDNESS1","Wildness Limited","marie@wildness.co.nz","134D Evans Bay Parade Roseneath Wellington 6021","Rimutaka Prison, Freyberg Road, Upper Hutt","Wellington 6021","30/09/2020","30/09/2021"
"WILDPURE1","WILDPURE LIMITED","reece@wildpure.co.nz","151 McPherson Road RD 1 Alexandra 9391","151 McPherson Road, RD 1","Alexandra 9391","16/06/2020","16/06/2021"
"WPL2FONZ","Wilkes Trading Co Limited","wpl.fonz@xtra.co.nz","18 Tudor Grove Fielding 4702","18 Tudor Grove","Feilding","23/05/2000","1/05/2022"
